subset,view_count,inference_seconds,total_seconds,peak_allocated_gib,peak_reserved_gib
S2,2,0.8761090000043623,4.5104633000155445,5.260654926300049,5.8828125
S4,4,0.7126477000128943,7.613523400010308,5.630694389343262,7.0234375
S6,6,0.7267834999947809,10.858252400008496,6.084004878997803,8.07421875
S8,8,0.9742978000140283,14.496255199977895,6.5353288650512695,9.166015625
S10,10,1.0546216999937315,18.64503759998479,6.598845958709717,9.23046875
